path,archetype
ArtemisArt/ghirlandaio-r  - ridolfo-bigordi-dit-ghirlandaio_1450/ghirlandaio-r_5.jpg,14
ArtemisArt/giacometti-g - giovanni-giacometti_1868/giacometti-g_4.jpg,9
ArtemisArt/giordano - luca-giordano_1634/giordano_12.jpg,14
ArtemisArt/giordano - luca-giordano_1634/giordano_2.jpg,9
ArtemisArt/giordano - luca-giordano_1634/giordano_27.jpg,14
ArtemisArt/giordano - luca-giordano_1634/giordano_34.jpg,10
ArtemisArt/giordano - luca-giordano_1634/giordano_41.jpg,9
ArtemisArt/giordano - luca-giordano_1634/giordano_49.jpg,2
ArtemisArt/giordano - luca-giordano_1634/giordano_56.jpg,14
ArtemisArt/giordano - luca-giordano_1634/giordano_63.jpg,14
ArtemisArt/giordano - luca-giordano_1634/giordano_70.jpg,9
ArtemisArt/giordano - luca-giordano_1634/giordano_78.jpg,14
ArtemisArt/giordano - luca-giordano_1634/giordano_85.jpg,14
ArtemisArt/giordano - luca-giordano_1634/giordano_92.jpg,14
ArtemisArt/giotto - giotto-ou-ambrogiotto-di-bondone_1266/giotto_14.jpg,14
ArtemisArt/giotto - giotto-ou-ambrogiotto-di-bondone_1266/giotto_21.jpg,14
ArtemisArt/giotto - giotto-ou-ambrogiotto-di-bondone_1266/giotto_29.jpg,14
ArtemisArt/giotto - giotto-ou-ambrogiotto-di-bondone_1266/giotto_6.jpg,15
ArtemisArt/girodet - anne-louis-girodet-de-roussy-trioson_1767/girodet_13.jpg,14
ArtemisArt/girodet - anne-louis-girodet-de-roussy-trioson_1767/girodet_8.jpg,13
ArtemisArt/gleizes - albert-gleizes_1881/gleizes_15.jpg,14
ArtemisArt/gleizes - albert-gleizes_1881/gleizes_8.jpg,14
ArtemisArt/gontcharova - natalia-sergueievna-gontcharova_1881/gontcharova_15.jpg,14
ArtemisArt/gontcharova - natalia-sergueievna-gontcharova_1881/gontcharova_8.jpg,15
ArtemisArt/gonzalez - roberta-gonzalez_1909/gonzalez_6.jpg,14
ArtemisArt/goya - francisco-de-goya_1746/goya_13.jpg,-1
ArtemisArt/goya - francisco-de-goya_1746/goya_20.jpg,10
ArtemisArt/goya - francisco-de-goya_1746/goya_28.jpg,14
ArtemisArt/goya - francisco-de-goya_1746/goya_35.jpg,14
ArtemisArt/goya - francisco-de-goya_1746/goya_42.jpg,14
ArtemisArt/goya - francisco-de-goya_1746/goya_5.jpg,4
ArtemisArt/goya - francisco-de-goya_1746/goya_57.jpg,10
ArtemisArt/goya - francisco-de-goya_1746/goya_64.jpg,14
ArtemisArt/gozzoli - benozzo-di-lese-di-sandro-dit-gozzoli_1420/gozzoli_1.jpg,14
ArtemisArt/gozzoli - benozzo-di-lese-di-sandro-dit-gozzoli_1420/gozzoli_17.jpg,14
ArtemisArt/gozzoli - benozzo-di-lese-di-sandro-dit-gozzoli_1420/gozzoli_7.jpg,14
ArtemisArt/granacci - francesco-granacci_1469/granacci_14.jpg,14
ArtemisArt/granacci - francesco-granacci_1469/granacci_8.jpg,9
ArtemisArt/granet - francois-marius-granet_1775/granet_6.jpg,14
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_13.jpg,10
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_20.jpg,14
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_28.jpg,10
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_35.jpg,15
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_42.jpg,10
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_5.jpg,14
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_57.jpg,14
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_64.jpg,14
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_71.jpg,14
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_79.jpg,14
ArtemisArt/greuze - jean-baptiste-greuze_1721/greuze_86.jpg,5
ArtemisArt/gris - juan-gris_1887/gris_14.jpg,14
ArtemisArt/gris - juan-gris_1887/gris_21.jpg,10
ArtemisArt/gris - juan-gris_1887/gris_8.jpg,14
ArtemisArt/gromaire - maurice-gromaire_1892/gromaire_15.jpg,12
ArtemisArt/gromaire - maurice-gromaire_1892/gromaire_22.jpg,9
ArtemisArt/gromaire - maurice-gromaire_1892/gromaire_3.jpg,10
ArtemisArt/gromaire - maurice-gromaire_1892/gromaire_4.jpg,14
ArtemisArt/gros - antoine-jean-gros-dit-baron-gros_1771/gros_11.jpg,14
ArtemisArt/gros - antoine-jean-gros-dit-baron-gros_1771/gros_19.jpg,9
ArtemisArt/gros - antoine-jean-gros-dit-baron-gros_1771/gros_26.jpg,14
ArtemisArt/gros - antoine-jean-gros-dit-baron-gros_1771/gros_5.jpg,14
ArtemisArt/grosz - georg-grosz_1893/grosz_12.jpg,14
ArtemisArt/grosz - georg-grosz_1893/grosz_7.jpg,14
ArtemisArt/guardi - francesco-guardi_1712/guardi_14.jpg,14
ArtemisArt/guardi - francesco-guardi_1712/guardi_21.jpg,2
ArtemisArt/guardi - francesco-guardi_1712/guardi_29.jpg,14
ArtemisArt/guardi - francesco-guardi_1712/guardi_36.jpg,14
ArtemisArt/guardi - francesco-guardi_1712/guardi_43.jpg,14
ArtemisArt/guardi - francesco-guardi_1712/guardi_50.jpg,14
ArtemisArt/guardi - francesco-guardi_1712/guardi_8.jpg,14
ArtemisArt/guerin - pierre-narcisse-guerin_1774/guerin_7.jpg,12
ArtemisArt/guillaumin - armand-guillaumin_1841/guillaumin_5.jpg,14
ArtemisArt/guitet - james-guitet_1925/guitet_12.jpg,10
ArtemisArt/guitet - james-guitet_1925/guitet_4.jpg,14
ArtemisArt/halonen - pakka-halonen_1865/halonen_11.jpg,14
ArtemisArt/halonen - pakka-halonen_1865/halonen_19.jpg,14
ArtemisArt/halonen - pakka-halonen_1865/halonen_26.jpg,14
ArtemisArt/halonen - pakka-halonen_1865/halonen_33.jpg,2
ArtemisArt/halonen - pakka-halonen_1865/halonen_40.jpg,14
ArtemisArt/halonen - pakka-halonen_1865/halonen_48.jpg,14
ArtemisArt/halonen - pakka-halonen_1865/halonen_55.jpg,14
ArtemisArt/halonen - pakka-halonen_1865/halonen_62.jpg,14
ArtemisArt/hals - frans-hals_1580/hals_3.jpg,10
ArtemisArt/hamdad - bilal-hamdad_1987/hamdad_10.jpg,14
ArtemisArt/hamdad - bilal-hamdad_1987/hamdad_6.jpg,9
ArtemisArt/hammershoi - vilhelm-hammershoi_1864/hammershoi_13.jpg,14
ArtemisArt/hammershoi - vilhelm-hammershoi_1864/hammershoi_20.jpg,14
ArtemisArt/hammershoi - vilhelm-hammershoi_1864/hammershoi_28.jpg,12
ArtemisArt/hammershoi - vilhelm-hammershoi_1864/hammershoi_5.jpg,14
ArtemisArt/hantai - simon-handi-dit-hantai_1922/hantai_4.jpg,14
ArtemisArt/haring - keith-haring_1956/haring_11.jpg,14
ArtemisArt/haring - keith-haring_1956/haring_19.jpg,10
ArtemisArt/haring - keith-haring_1956/haring_26.jpg,11
ArtemisArt/haring - keith-haring_1956/haring_6.jpg,13
ArtemisArt/hartung - hans-hartung_1904/hartung_13.jpg,14
ArtemisArt/hartung - hans-hartung_1904/hartung_20.jpg,14
ArtemisArt/hartung - hans-hartung_1904/hartung_28.jpg,13
ArtemisArt/hartung - hans-hartung_1904/hartung_35.jpg,9
ArtemisArt/hayden - henri-hayden_1883/hayden_2.jpg,14
ArtemisArt/haydon - benjamin-robert-haydon_1786/haydon_2.jpg,14
ArtemisArt/hebert - ernest-hebert_1817/hebert_11.jpg,14
ArtemisArt/hebert - ernest-hebert_1817/hebert_19.jpg,14
ArtemisArt/hebert - ernest-hebert_1817/hebert_9.jpg,2
ArtemisArt/helion - jean-helion_1904/helion_16.jpg,14
ArtemisArt/helion - jean-helion_1904/helion_23.jpg,7
ArtemisArt/helion - jean-helion_1904/helion_30.jpg,14
ArtemisArt/helion - jean-helion_1904/helion_38.jpg,14
ArtemisArt/helion - jean-helion_1904/helion_45.jpg,14
ArtemisArt/helion - jean-helion_1904/helion_52.jpg,10
ArtemisArt/helion - jean-helion_1904/helion_6.jpg,14
ArtemisArt/henner - jean-jacques-henner_1829/henner_1.jpg,14
ArtemisArt/henner - jean-jacques-henner_1829/henner_17.jpg,10
ArtemisArt/henner - jean-jacques-henner_1829/henner_24.jpg,14
ArtemisArt/henner - jean-jacques-henner_1829/henner_31.jpg,14
ArtemisArt/henner - jean-jacques-henner_1829/henner_39.jpg,10
ArtemisArt/henner - jean-jacques-henner_1829/henner_8.jpg,14
ArtemisArt/herbelin - nathanaelle-herbelin_1989/herbelin_15.jpg,14
ArtemisArt/herbelin - nathanaelle-herbelin_1989/herbelin_22.jpg,14
ArtemisArt/herbelin - nathanaelle-herbelin_1989/herbelin_3.jpg,14
ArtemisArt/herbin - auguste-herbin_1882/herbin_1.jpg,5
ArtemisArt/herbin - auguste-herbin_1882/herbin_17.jpg,9
ArtemisArt/herbin - auguste-herbin_1882/herbin_24.jpg,14
ArtemisArt/herbin - auguste-herbin_1882/herbin_31.jpg,14
ArtemisArt/herbin - auguste-herbin_1882/herbin_39.jpg,7
ArtemisArt/herbin - auguste-herbin_1882/herbin_6.jpg,-1
ArtemisArt/hiroshige - utagawa-hiroshige_1787/hiroshige_13.jpg,14
ArtemisArt/hiroshige - utagawa-hiroshige_1787/hiroshige_20.jpg,12
ArtemisArt/hiroshige - utagawa-hiroshige_1787/hiroshige_6.jpg,9
ArtemisArt/hockney - david-hockney_1937/hockney_13.jpg,10
ArtemisArt/hockney - david-hockney_1937/hockney_20.jpg,14
ArtemisArt/hockney - david-hockney_1937/hockney_28.jpg,1
ArtemisArt/hockney - david-hockney_1937/hockney_35.jpg,8
ArtemisArt/hockney - david-hockney_1937/hockney_42.jpg,14
ArtemisArt/hockney - david-hockney_1937/hockney_5.jpg,6
ArtemisArt/hockney - david-hockney_1937/hockney_57.jpg,14
ArtemisArt/hockney - david-hockney_1937/hockney_64.jpg,1
ArtemisArt/hockney - david-hockney_1937/hockney_71.jpg,6
ArtemisArt/hockney - david-hockney_1937/hockney_79.jpg,8
ArtemisArt/hodler - ferdinand-hodler_1855/hodler_1.jpg,10
ArtemisArt/hodler - ferdinand-hodler_1855/hodler_9.jpg,14
ArtemisArt/hogarth - william-hogarth_1697/hogarth_2.jpg,14
ArtemisArt/holbein - hans-holbein-le-jeune_1497/holbein_1.jpg,14
ArtemisArt/holbein - hans-holbein-le-jeune_1497/holbein_17.jpg,14
ArtemisArt/holbein - hans-holbein-le-jeune_1497/holbein_9.jpg,14
ArtemisArt/huet-p - paul-huet_1803/huet-p_16.jpg,10
ArtemisArt/huet-p - paul-huet_1803/huet-p_23.jpg,2
ArtemisArt/huet-p - paul-huet_1803/huet-p_30.jpg,14
ArtemisArt/huet-p - paul-huet_1803/huet-p_9.jpg,14
ArtemisArt/hugo - victor-hugo_1802/hugo_8.jpg,14
ArtemisArt/huysum - jan-van-huysum_1682/huysum_2.jpg,10
ArtemisArt/hyber - fabrice-hyber_1961/hyber_1.jpg,14
ArtemisArt/hyber - fabrice-hyber_1961/hyber_17.jpg,14
ArtemisArt/hyber - fabrice-hyber_1961/hyber_24.jpg,13
ArtemisArt/hyber - fabrice-hyber_1961/hyber_31.jpg,14
ArtemisArt/hyber - fabrice-hyber_1961/hyber_8.jpg,14
ArtemisArt/iannone - dorothy-iannone_1933/iannone_15.jpg,9
ArtemisArt/iannone - dorothy-iannone_1933/iannone_8.jpg,14
ArtemisArt/il-docemo - cristofano-ou-cristoforo-gherardi-dit-il-docemo_1508/il-docemo_7.jpg,14
ArtemisArt/ingres - jean-auguste-ingres_1780/ingres_14.jpg,10
ArtemisArt/ingres - jean-auguste-ingres_1780/ingres_21.jpg,5
ArtemisArt/ingres - jean-auguste-ingres_1780/ingres_29.jpg,14
ArtemisArt/ingres - jean-auguste-ingres_1780/ingres_36.jpg,14
ArtemisArt/ingres - jean-auguste-ingres_1780/ingres_43.jpg,14
ArtemisArt/ingres - jean-auguste-ingres_1780/ingres_50.jpg,10
ArtemisArt/ingres - jean-auguste-ingres_1780/ingres_58.jpg,10
ArtemisArt/ingres - jean-auguste-ingres_1780/ingres_65.jpg,14
ArtemisArt/ingres - jean-auguste-ingres_1780/ingres_9.jpg,10
ArtemisArt/isabey - eugene-isabey_1803/isabey_16.jpg,14
ArtemisArt/isabey - eugene-isabey_1803/isabey_23.jpg,14
ArtemisArt/janmot - anne-francois-louis-janmot_1814/janmot_1.jpg,14
ArtemisArt/janmot - anne-francois-louis-janmot_1814/janmot_17.jpg,13
ArtemisArt/janmot - anne-francois-louis-janmot_1814/janmot_7.jpg,9
ArtemisArt/jongkind - johan-barthold-jongkind_1819/jongkind_14.jpg,14
ArtemisArt/jongkind - johan-barthold-jongkind_1819/jongkind_5.jpg,14
ArtemisArt/jordaens - jacob-jordaens_1593/jordaens_12.jpg,14
ArtemisArt/jordaens - jacob-jordaens_1593/jordaens_2.jpg,14
ArtemisArt/jordaens - jacob-jordaens_1593/jordaens_27.jpg,5
ArtemisArt/jordaens - jacob-jordaens_1593/jordaens_34.jpg,9
ArtemisArt/jordaens - jacob-jordaens_1593/jordaens_8.jpg,14
ArtemisArt/jouvenet - jean-baptiste-jouvenet_1644/jouvenet_15.jpg,14
ArtemisArt/jouvenet - jean-baptiste-jouvenet_1644/jouvenet_22.jpg,14
ArtemisArt/jouvenet - jean-baptiste-jouvenet_1644/jouvenet_3.jpg,14
ArtemisArt/jouvenet - jean-baptiste-jouvenet_1644/jouvenet_8.jpg,14
ArtemisArt/kandinsky - vassily-kandinsky_1866/kandinsky_15.jpg,15
ArtemisArt/kandinsky - vassily-kandinsky_1866/kandinsky_22.jpg,14
ArtemisArt/kandinsky - vassily-kandinsky_1866/kandinsky_3.jpg,14
ArtemisArt/kandinsky - vassily-kandinsky_1866/kandinsky_37.jpg,15
ArtemisArt/kandinsky - vassily-kandinsky_1866/kandinsky_44.jpg,14
ArtemisArt/kandinsky - vassily-kandinsky_1866/kandinsky_51.jpg,10
ArtemisArt/kandinsky - vassily-kandinsky_1866/kandinsky_59.jpg,15
ArtemisArt/kandinsky - vassily-kandinsky_1866/kandinsky_66.jpg,10
ArtemisArt/kandinsky - vassily-kandinsky_1866/kandinsky_73.jpg,14
ArtemisArt/kandinsky - vassily-kandinsky_1866/kandinsky_80.jpg,14
ArtemisArt/kelly - ellsworth-kelly_1923/kelly_14.jpg,12
ArtemisArt/kelly - ellsworth-kelly_1923/kelly_6.jpg,11
ArtemisArt/kentridge - william-kentridge_1955/kentridge_13.jpg,14
ArtemisArt/kentridge - william-kentridge_1955/kentridge_20.jpg,13
ArtemisArt/kentridge - william-kentridge_1955/kentridge_28.jpg,14
ArtemisArt/kentridge - william-kentridge_1955/kentridge_35.jpg,13
ArtemisArt/kentridge - william-kentridge_1955/kentridge_9.jpg,14
ArtemisArt/khnopff - fernand-khnopff_1858/khnopff_1.jpg,14
ArtemisArt/khnopff - fernand-khnopff_1858/khnopff_17.jpg,14
ArtemisArt/khnopff - fernand-khnopff_1858/khnopff_24.jpg,14
ArtemisArt/khnopff - fernand-khnopff_1858/khnopff_31.jpg,14
ArtemisArt/khnopff - fernand-khnopff_1858/khnopff_8.jpg,14
ArtemisArt/kiefer - anselm-kiefer_1945/kiefer_15.jpg,4
ArtemisArt/kiefer - anselm-kiefer_1945/kiefer_22.jpg,14
ArtemisArt/kiefer - anselm-kiefer_1945/kiefer_3.jpg,14
ArtemisArt/kiefer - anselm-kiefer_1945/kiefer_4.jpg,14
ArtemisArt/kirchner - ernst-ludwig-kirchner_1880/kirchner_11.jpg,10
ArtemisArt/kirchner - ernst-ludwig-kirchner_1880/kirchner_7.jpg,14
ArtemisArt/kisling - moise-kisling_1891/kisling_3.jpg,14
ArtemisArt/klee - paul-klee_1879/klee_10.jpg,14
ArtemisArt/klee - paul-klee_1879/klee_18.jpg,14
ArtemisArt/klee - paul-klee_1879/klee_25.jpg,6
ArtemisArt/klee - paul-klee_1879/klee_32.jpg,14
ArtemisArt/klee - paul-klee_1879/klee_4.jpg,13
ArtemisArt/klee - paul-klee_1879/klee_9.jpg,12
ArtemisArt/kneller - godfrey-kneller_1646/kneller_16.jpg,14
ArtemisArt/kneller - godfrey-kneller_1646/kneller_9.jpg,10
ArtemisArt/kokoschka - oskar-kokoschka_1886/kokoschka_16.jpg,14
ArtemisArt/kokoschka - oskar-kokoschka_1886/kokoschka_23.jpg,14
ArtemisArt/kokoschka - oskar-kokoschka_1886/kokoschka_30.jpg,14
ArtemisArt/kokoschka - oskar-kokoschka_1886/kokoschka_38.jpg,10
ArtemisArt/kokoschka - oskar-kokoschka_1886/kokoschka_45.jpg,14
ArtemisArt/kokoschka - oskar-kokoschka_1886/kokoschka_52.jpg,9
ArtemisArt/kokoschka - oskar-kokoschka_1886/kokoschka_6.jpg,9
ArtemisArt/kokoschka - oskar-kokoschka_1886/kokoschka_67.jpg,14
ArtemisArt/kokoschka - oskar-kokoschka_1886/kokoschka_74.jpg,14
ArtemisArt/kroyer - peder-severin-kroyer_1864/kroyer_1.jpg,14
ArtemisArt/kroyer - peder-severin-kroyer_1864/kroyer_17.jpg,14
ArtemisArt/kroyer - peder-severin-kroyer_1864/kroyer_24.jpg,2
ArtemisArt/kroyer - peder-severin-kroyer_1864/kroyer_5.jpg,14
ArtemisArt/kupka - frantisek-kupka_1871/kupka_12.jpg,14
ArtemisArt/kupka - frantisek-kupka_1871/kupka_2.jpg,15
ArtemisArt/kupka - frantisek-kupka_1871/kupka_27.jpg,10
ArtemisArt/kupka - frantisek-kupka_1871/kupka_34.jpg,10
ArtemisArt/l-albane - francesco-albani-dit-l-albane_1578/l-albane_10.jpg,14
ArtemisArt/l-albane - francesco-albani-dit-l-albane_1578/l-albane_18.jpg,14
ArtemisArt/l-albane - francesco-albani-dit-l-albane_1578/l-albane_5.jpg,14
ArtemisArt/la-fosse - charles-de-la-fosse_1636/la-fosse_12.jpg,14
ArtemisArt/la-fosse - charles-de-la-fosse_1636/la-fosse_2.jpg,14
ArtemisArt/la-fosse - charles-de-la-fosse_1636/la-fosse_8.jpg,2
ArtemisArt/la-hyre - laurent-de-la-hyre_1606/la-hyre_15.jpg,14
ArtemisArt/la-hyre - laurent-de-la-hyre_1606/la-hyre_7.jpg,14
ArtemisArt/lachieze-rey - henri-lachieze-rey_1927/lachieze-rey_14.jpg,14
ArtemisArt/lachieze-rey - henri-lachieze-rey_1927/lachieze-rey_4.jpg,14
ArtemisArt/lancret - nicolas-lancret_1690/lancret_11.jpg,14
ArtemisArt/lancret - nicolas-lancret_1690/lancret_19.jpg,14
ArtemisArt/lancret - nicolas-lancret_1690/lancret_26.jpg,14
ArtemisArt/lancret - nicolas-lancret_1690/lancret_33.jpg,14
ArtemisArt/lancret - nicolas-lancret_1690/lancret_8.jpg,14
ArtemisArt/largilliere - nicolas-de-largilliere_1656/largilliere_15.jpg,14
ArtemisArt/largilliere - nicolas-de-largilliere_1656/largilliere_22.jpg,10
ArtemisArt/largilliere - nicolas-de-largilliere_1656/largilliere_3.jpg,9
ArtemisArt/largilliere - nicolas-de-largilliere_1656/largilliere_9.jpg,10
ArtemisArt/larionov - mikhail-larionov_1891/larionov_6.jpg,14
ArtemisArt/laurencin - marie-laurencin_1883/laurencin_13.jpg,14
ArtemisArt/laurencin - marie-laurencin_1883/laurencin_3.jpg,14
ArtemisArt/laurens - jean-paul-laurens_1838/laurens_10.jpg,14
ArtemisArt/laurens - jean-paul-laurens_1838/laurens_9.jpg,14
ArtemisArt/lawrence - thomas-lawrence_1769/lawrence_16.jpg,14
ArtemisArt/lawrence - thomas-lawrence_1769/lawrence_4.jpg,14
ArtemisArt/le-brun - charles-le-brun_1619/le-brun_11.jpg,10
ArtemisArt/le-brun - charles-le-brun_1619/le-brun_19.jpg,10
ArtemisArt/le-brun - charles-le-brun_1619/le-brun_26.jpg,14
ArtemisArt/le-brun - charles-le-brun_1619/le-brun_33.jpg,10
ArtemisArt/le-dominiquin - domenico-zampieri-dit-le-dominiquin_1581/le-dominiquin_10.jpg,14
ArtemisArt/le-dominiquin - domenico-zampieri-dit-le-dominiquin_1581/le-dominiquin_9.jpg,14
ArtemisArt/le-greco - domínikos-theotokópoulos_1541/le-greco_16.jpg,14
ArtemisArt/le-greco - domínikos-theotokópoulos_1541/le-greco_23.jpg,14
ArtemisArt/le-greco - domínikos-theotokópoulos_1541/le-greco_30.jpg,10
ArtemisArt/le-greco - domínikos-theotokópoulos_1541/le-greco_38.jpg,14
ArtemisArt/le-greco - domínikos-theotokópoulos_1541/le-greco_45.jpg,14
ArtemisArt/le-greco - domínikos-theotokópoulos_1541/le-greco_52.jpg,10
ArtemisArt/le-greco - domínikos-theotokópoulos_1541/le-greco_6.jpg,9
ArtemisArt/le-greco - domínikos-theotokópoulos_1541/le-greco_67.jpg,14
ArtemisArt/le-greco - domínikos-theotokópoulos_1541/le-greco_8.jpg,14
ArtemisArt/le-guerchin - giovanni-francesco-barbieri_1591/le-guerchin_15.jpg,14
ArtemisArt/le-guerchin - giovanni-francesco-barbieri_1591/le-guerchin_22.jpg,14
ArtemisArt/le-guerchin - giovanni-francesco-barbieri_1591/le-guerchin_3.jpg,14
ArtemisArt/le-guerchin - giovanni-francesco-barbieri_1591/le-guerchin_37.jpg,14
ArtemisArt/le-guerchin - giovanni-francesco-barbieri_1591/le-guerchin_44.jpg,14
ArtemisArt/le-lorrain - claude-gellee-dit-le-lorrain_1600/le-lorrain_10.jpg,14
ArtemisArt/le-lorrain - claude-gellee-dit-le-lorrain_1600/le-lorrain_18.jpg,14
ArtemisArt/le-lorrain - claude-gellee-dit-le-lorrain_1600/le-lorrain_25.jpg,14
ArtemisArt/le-lorrain - claude-gellee-dit-le-lorrain_1600/le-lorrain_32.jpg,14
ArtemisArt/le-lorrain - claude-gellee-dit-le-lorrain_1600/le-lorrain_9.jpg,14
ArtemisArt/le-nain-l - louis-le-nain_1593/le-nain-l_7.jpg,10
ArtemisArt/le-poittevin - eugene-poidevin-dit-le-poittevin_1806/le-poittevin_6.jpg,14
ArtemisArt/le-sueur - eustache-le-sueur_1617/le-sueur_14.jpg,10
ArtemisArt/le-sueur - eustache-le-sueur_1617/le-sueur_21.jpg,14
ArtemisArt/le-sueur - eustache-le-sueur_1617/le-sueur_29.jpg,14
ArtemisArt/le-sueur - eustache-le-sueur_1617/le-sueur_36.jpg,14
ArtemisArt/le-sueur - eustache-le-sueur_1617/le-sueur_43.jpg,14
ArtemisArt/le-sueur - eustache-le-sueur_1617/le-sueur_6.jpg,14
ArtemisArt/lebourg - albert-lebourg_1849/lebourg_2.jpg,14
ArtemisArt/leger-f - fernand-leger_1881/leger-f_1.jpg,12
ArtemisArt/leger-f - fernand-leger_1881/leger-f_17.jpg,14
ArtemisArt/leger-f - fernand-leger_1881/leger-f_24.jpg,13
ArtemisArt/leger-f - fernand-leger_1881/leger-f_31.jpg,10
ArtemisArt/leger-f - fernand-leger_1881/leger-f_39.jpg,14
ArtemisArt/leger-f - fernand-leger_1881/leger-f_46.jpg,8
ArtemisArt/leger-f - fernand-leger_1881/leger-f_7.jpg,10
ArtemisArt/leger-n - nadia-khodossievitch-leger_1904/leger-n_14.jpg,14
ArtemisArt/leger-n - nadia-khodossievitch-leger_1904/leger-n_21.jpg,1
ArtemisArt/leger-n - nadia-khodossievitch-leger_1904/leger-n_29.jpg,13
ArtemisArt/leger-n - nadia-khodossievitch-leger_1904/leger-n_4.jpg,13
ArtemisArt/lempicka - tamara-gorska-dite-de-lempicka_1898/lempicka_11.jpg,9
ArtemisArt/lempicka - tamara-gorska-dite-de-lempicka_1898/lempicka_2.jpg,12
ArtemisArt/leroy - eugene-leroy_1910/leroy_1.jpg,10
ArtemisArt/leroy - eugene-leroy_1910/leroy_17.jpg,14
ArtemisArt/leroy - eugene-leroy_1910/leroy_24.jpg,14
ArtemisArt/leroy - eugene-leroy_1910/leroy_31.jpg,4
ArtemisArt/leroy - eugene-leroy_1910/leroy_9.jpg,14
ArtemisArt/lesage - augustin-lesage_1876/lesage_16.jpg,9
ArtemisArt/lesage - augustin-lesage_1876/lesage_23.jpg,14
ArtemisArt/lesage - augustin-lesage_1876/lesage_9.jpg,13
ArtemisArt/lethiere - guillaume-guillon-dit-lethiere_1760/lethiere_16.jpg,9
ArtemisArt/lethiere - guillaume-guillon-dit-lethiere_1760/lethiere_23.jpg,14
ArtemisArt/lethiere - guillaume-guillon-dit-lethiere_1760/lethiere_30.jpg,9
ArtemisArt/lethiere - guillaume-guillon-dit-lethiere_1760/lethiere_9.jpg,10
ArtemisArt/levy - henri-leopold-levy_1840/levy_7.jpg,14
ArtemisArt/liechtenstein - roy-lichtenstein_1923/liechtenstein_14.jpg,10
ArtemisArt/liechtenstein - roy-lichtenstein_1923/liechtenstein_21.jpg,15
ArtemisArt/liechtenstein - roy-lichtenstein_1923/liechtenstein_3.jpg,0
ArtemisArt/liljefors - bruno-liljefors_1860/liljefors_10.jpg,14
ArtemisArt/liljefors - bruno-liljefors_1860/liljefors_18.jpg,14
ArtemisArt/liljefors - bruno-liljefors_1860/liljefors_25.jpg,14
ArtemisArt/liljefors - bruno-liljefors_1860/liljefors_32.jpg,14
ArtemisArt/liljefors - bruno-liljefors_1860/liljefors_4.jpg,14
ArtemisArt/liljefors - bruno-liljefors_1860/liljefors_9.jpg,14
ArtemisArt/lippi-f1 - fra-filippo-lippi-dit-filippo-del-carmine_1406/lippi-f1_16.jpg,14
ArtemisArt/lippi-f1 - fra-filippo-lippi-dit-filippo-del-carmine_1406/lippi-f1_23.jpg,13
ArtemisArt/lippi-f1 - fra-filippo-lippi-dit-filippo-del-carmine_1406/lippi-f1_30.jpg,14
ArtemisArt/lippi-f1 - fra-filippo-lippi-dit-filippo-del-carmine_1406/lippi-f1_9.jpg,12
ArtemisArt/lippi-f2 - filippino-lippi_1457/lippi-f2_16.jpg,14
ArtemisArt/lippi-f2 - filippino-lippi_1457/lippi-f2_23.jpg,14
ArtemisArt/lippi-f2 - filippino-lippi_1457/lippi-f2_30.jpg,14
ArtemisArt/lippi-l - lorenzo-lippi_1606/lippi-l_2.jpg,10
ArtemisArt/lotto - lorenzo-lotto_1480/lotto_16.jpg,14
ArtemisArt/lotto - lorenzo-lotto_1480/lotto_23.jpg,10
ArtemisArt/lotto - lorenzo-lotto_1480/lotto_9.jpg,9
ArtemisArt/loutherbourg - philippe-jacques-loutherbourg_1740/loutherbourg_8.jpg,14
ArtemisArt/luce - maximilien-luce_1858/luce_15.jpg,14
ArtemisArt/luce - maximilien-luce_1858/luce_22.jpg,3
ArtemisArt/luce - maximilien-luce_1858/luce_3.jpg,14
ArtemisArt/luce - maximilien-luce_1858/luce_37.jpg,14
ArtemisArt/luce - maximilien-luce_1858/luce_44.jpg,14
ArtemisArt/luce - maximilien-luce_1858/luce_51.jpg,14
ArtemisArt/luce - maximilien-luce_1858/luce_7.jpg,14
ArtemisArt/lupertz - markus-lupertz_1941/lupertz_14.jpg,14
ArtemisArt/lupertz - markus-lupertz_1941/lupertz_21.jpg,14
ArtemisArt/lupertz - markus-lupertz_1941/lupertz_7.jpg,14
ArtemisArt/maar - henriette-theodora-markovitch-dite-dora-maar_1907/maar_14.jpg,13
ArtemisArt/maar - henriette-theodora-markovitch-dite-dora-maar_1907/maar_21.jpg,14
ArtemisArt/maar - henriette-theodora-markovitch-dite-dora-maar_1907/maar_5.jpg,12
ArtemisArt/macke - august-macke_1887/macke_12.jpg,14
ArtemisArt/macke - august-macke_1887/macke_2.jpg,9
ArtemisArt/macke - august-macke_1887/macke_27.jpg,14
ArtemisArt/macke - august-macke_1887/macke_34.jpg,14
